KEY-valueIs-CREATE,1544713730435,139
KEY-valueIs-CREATE,1544713731576,62
KEY-valueIs-CREATE,1544713732639,62
KEY-valueIs-CREATE,1544713733702,66
KEY-valueIs-CREATE,1544713734769,107
KEY-valueIs-CREATE,1544713735878,64
KEY-valueIs-CREATE,1544713736943,64
KEY-valueIs-CREATE,1544713738008,64
KEY-valueIs-CREATE,1544713739073,75
KEY-valueIs-CREATE,1544713740149,64
KEY-valueIs-CREATE,1544713741214,63
KEY-valueIs-CREATE,1544713742278,63
KEY-valueIs-CREATE,1544713743342,74
KEY-valueIs-CREATE,1544713744424,63
KEY-valueIs-CREATE,1544713745489,66
KEY-valueIs-CREATE,1544713746557,63
KEY-valueIs-CREATE,1544713747621,62
KEY-valueIs-CREATE,1544713748684,50
KEY-valueIs-CREATE,1544713749734,63
KEY-valueIs-CREATE,1544713750799,65
KEY-valueIs-CREATE,1544713751864,64
KEY-valueIs-CREATE,1544713752929,63
KEY-valueIs-CREATE,1544713753994,62
KEY-valueIs-CREATE,1544713755058,114
KEY-valueIs-CREATE,1544713756173,65
KEY-valueIs-CREATE,1544713757239,62
KEY-valueIs-CREATE,1544713758301,64
KEY-valueIs-CREATE,1544713759366,64
KEY-valueIs-CREATE,1544713760431,63
KEY-valueIs-CREATE,1544713761495,76
KEY-valueIs-CREATE,1544713762572,61
KEY-valueIs-CREATE,1544713763634,65
KEY-valueIs-CREATE,1544713764701,62
KEY-valueIs-CREATE,1544713765764,64
KEY-valueIs-CREATE,1544713766830,63
KEY-valueIs-CREATE,1544713767894,69
KEY-valueIs-CREATE,1544713768964,65
KEY-valueIs-CREATE,1544713770031,61
KEY-valueIs-CREATE,1544713771093,63
KEY-valueIs-CREATE,1544713772157,75
KEY-valueIs-CREATE,1544713773233,62
KEY-valueIs-CREATE,1544713774296,61
KEY-valueIs-CREATE,1544713775357,64
KEY-valueIs-CREATE,1544713776422,61
KEY-valueIs-CREATE,1544713777484,63
KEY-valueIs-CREATE,1544713778548,60
KEY-valueIs-CREATE,1544713779609,63
KEY-valueIs-CREATE,1544713780673,64
KEY-valueIs-CREATE,1544713781738,61
KEY-valueIs-CREATE,1544713782800,62
KEY-valueIs-CREATE,1544713783863,109
KEY-valueIs-CREATE,1544713784973,65
KEY-valueIs-CREATE,1544713786039,125
KEY-valueIs-CREATE,1544713787165,223
KEY-valueIs-CREATE,1544713788389,94
KEY-valueIs-CREATE,1544713789484,65
KEY-valueIs-CREATE,1544713790549,61
KEY-valueIs-CREATE,1544713791610,63
KEY-valueIs-CREATE,1544713792674,69
KEY-valueIs-CREATE,1544713793744,63
KEY-valueIs-CREATE,1544713794808,63
KEY-valueIs-CREATE,1544713795872,70
KEY-valueIs-CREATE,1544713796943,62
KEY-valueIs-CREATE,1544713798006,67
KEY-valueIs-CREATE,1544713799074,62
KEY-valueIs-CREATE,1544713800137,63
KEY-valueIs-CREATE,1544713801200,69
KEY-valueIs-CREATE,1544713802269,64
KEY-valueIs-CREATE,1544713803334,49
KEY-valueIs-CREATE,1544713804383,61
KEY-valueIs-CREATE,1544713805444,63
KEY-valueIs-CREATE,1544713806507,65
KEY-valueIs-CREATE,1544713807572,62
KEY-valueIs-CREATE,1544713808635,63
KEY-valueIs-CREATE,1544713809698,71
KEY-valueIs-CREATE,1544713810770,62
KEY-valueIs-CREATE,1544713811833,62
KEY-valueIs-CREATE,1544713812896,62
KEY-valueIs-CREATE,1544713813959,63
KEY-valueIs-CREATE,1544713815022,62
KEY-valueIs-CREATE,1544713816084,64
KEY-valueIs-CREATE,1544713817149,67
KEY-valueIs-CREATE,1544713818216,108
KEY-valueIs-CREATE,1544713819325,75
KEY-valueIs-CREATE,1544713820400,63
KEY-valueIs-CREATE,1544713821464,61
KEY-valueIs-CREATE,1544713822526,63
KEY-valueIs-CREATE,1544713823590,65
KEY-valueIs-CREATE,1544713824655,61
KEY-valueIs-CREATE,1544713825717,63
KEY-valueIs-CREATE,1544713826780,106
KEY-valueIs-CREATE,1544713827887,63
KEY-valueIs-CREATE,1544713828951,59
KEY-valueIs-CREATE,1544713830011,60
KEY-valueIs-CREATE,1544713831072,62
KEY-valueIs-CREATE,1544713832134,123
KEY-valueIs-CREATE,1544713833258,69
KEY-valueIs-CREATE,1544713834328,61
KEY-valueIs-CREATE,1544713835389,104
KEY-valueIs-CREATE,1544713836493,103
